,Word,romeoandjuliet,greatgatsby,mobydick,querybook
659,conjure,4.0,0.0,0.0,1.0
660,cry,4.0,4.0,37.0,5.0
661,fine,4.0,10.0,57.0,10.0
662,anger,4.0,0.0,2.0,1.0
663,raise,4.0,0.0,8.0,0.0
664,spirit,4.0,0.0,17.0,14.0
665,nature,4.0,2.0,38.0,27.0
666,tree,4.0,6.0,18.0,1.0
667,moon,4.0,9.0,8.0,5.0
668,green,4.0,16.0,47.0,3.0
669,wear,4.0,2.0,9.0,4.0
670,bold,4.0,0.0,15.0,3.0
671,hateful,4.0,0.0,0.0,0.0
672,lent,4.0,0.0,2.0,0.0
673,lightning,4.0,0.0,17.0,0.0
674,gave,4.0,26.0,38.0,8.0
675,wouldst,4.0,0.0,5.0,6.0
676,adieu,4.0,0.0,5.0,8.0
677,ghostly,4.0,6.0,3.0,0.0
678,dry,4.0,3.0,15.0,3.0
679,womb,4.0,1.0,1.0,1.0
680,keeps,4.0,0.0,8.0,5.0
681,met,4.0,20.0,17.0,1.0
682,slow,4.0,3.0,9.0,3.0
683,broad,4.0,4.0,52.0,2.0
684,hair,4.0,22.0,21.0,1.0
685,gentlewoman,4.0,0.0,0.0,1.0
686,fault,4.0,2.0,3.0,5.0
687,ifaith,4.0,0.0,0.0,0.0
688,something,4.0,66.0,118.0,15.0
689,hoar,4.0,0.0,0.0,0.0
690,minute,4.0,34.0,17.0,1.0
691,knave,4.0,0.0,0.0,5.0
692,hark,4.0,0.0,14.0,1.0
693,knife,4.0,0.0,14.0,1.0
694,warm,4.0,11.0,23.0,0.0
695,sour,4.0,0.0,0.0,0.0
696,beshrew,4.0,0.0,0.0,1.0
697,amen,4.0,1.0,1.0,1.0
698,work,4.0,11.0,59.0,10.0
699,houses,4.0,7.0,8.0,2.0
700,beg,4.0,5.0,3.0,7.0
701,loss,4.0,0.0,9.0,1.0
702,slaughterd,4.0,0.0,0.0,0.0
703,damned,4.0,5.0,6.0,6.0
704,weeping,4.0,1.0,3.0,1.0
705,banishd,4.0,0.0,0.0,0.0
706,knocking,4.0,1.0,7.0,1.0
707,search,4.0,1.0,7.0,1.0
708,weeps,4.0,0.0,1.0,1.0
709,coming,4.0,10.0,51.0,7.0
710,doubt,4.0,5.0,31.0,11.0
711,nightly,4.0,0.0,1.0,1.0
712,hope,4.0,7.0,34.0,8.0
713,bridegroom,4.0,0.0,1.0,0.0
714,needs,4.0,1.0,20.0,7.0
715,buried,4.0,0.0,13.0,6.0
716,iron,4.0,0.0,75.0,0.0
717,sell,4.0,3.0,8.0,0.0
718,strew,4.0,0.0,0.0,1.0
719,intents,4.0,0.0,1.0,1.0
720,alike,3.0,0.0,10.0,0.0
721,bury,3.0,0.0,6.0,0.0
722,strife,3.0,0.0,2.0,1.0
723,patient,3.0,0.0,5.0,3.0
724,attend,3.0,1.0,9.0,1.0
725,toil,3.0,0.0,12.0,1.0
726,public,3.0,0.0,5.0,1.0
727,slave,3.0,0.0,8.0,5.0
728,goes,3.0,6.0,53.0,13.0
729,thrust,3.0,0.0,17.0,0.0
730,between,3.0,24.0,119.0,15.0
731,masters,3.0,1.0,2.0,4.0
732,sense,3.0,3.0,13.0,13.0
733,pass,3.0,1.0,30.0,6.0
734,fools,3.0,0.0,3.0,2.0
735,drawn,3.0,6.0,23.0,0.0
736,citizen,3.0,0.0,0.0,0.0
737,attendants,3.0,0.0,0.0,7.0
738,pain,3.0,1.0,2.0,1.0
739,airy,3.0,0.0,0.0,1.0
740,cast,3.0,1.0,30.0,6.0
741,afternoon,3.0,42.0,9.0,1.0
742,yours,3.0,2.0,9.0,6.0
743,approach,3.0,0.0,4.0,0.0
744,blows,3.0,1.0,13.0,2.0
745,today,3.0,6.0,7.0,2.0
746,abroad,3.0,1.0,6.0,1.0
747,affections,3.0,0.0,0.0,1.0
748,humour,3.0,0.0,0.0,1.0
749,learn,3.0,2.0,8.0,0.0
750,grow,3.0,4.0,21.0,8.0
751,cure,3.0,0.0,3.0,1.0
752,please,3.0,10.0,12.0,12.0
753,wert,3.0,0.0,5.0,0.0
754,fast,3.0,3.0,45.0,5.0
755,view,3.0,6.0,45.0,2.0
756,proof,3.0,0.0,2.0,6.0
757,laugh,3.0,9.0,16.0,6.0
758,oppression,3.0,0.0,0.0,1.0
759,lost,3.0,11.0,46.0,9.0
760,urgd,3.0,0.0,0.0,0.0
761,woman,3.0,20.0,6.0,7.0
762,lovd,3.0,0.0,0.0,4.0
763,strong,3.0,1.0,34.0,4.0
764,bow,3.0,2.0,37.0,3.0
765,sworn,3.0,2.0,3.0,2.0
766,waste,3.0,2.0,2.0,2.0
767,making,3.0,11.0,42.0,3.0
768,ruld,3.0,0.0,0.0,3.0
769,teach,3.0,0.0,4.0,5.0
770,liberty,3.0,0.0,0.0,5.0
771,beauties,3.0,0.0,0.0,1.0
772,precious,3.0,2.0,18.0,2.0
773,hard,3.0,17.0,80.0,5.0
774,suit,3.0,13.0,7.0,3.0
775,delight,3.0,2.0,16.0,3.0
776,paper,3.0,3.0,5.0,1.0
777,anothers,3.0,0.0,2.0,1.0
778,backward,3.0,6.0,8.0,1.0
779,food,3.0,2.0,14.0,2.0
780,cup,3.0,1.0,7.0,4.0
781,compare,3.0,0.0,5.0,1.0
782,crow,3.0,0.0,3.0,0.0
783,year,3.0,19.0,21.0,5.0
784,forbid,3.0,0.0,0.0,2.0
785,susan,3.0,0.0,0.0,0.0
786,dug,3.0,0.0,2.0,1.0
787,brain,3.0,3.0,30.0,6.0
788,taste,3.0,0.0,9.0,1.0
789,twas,3.0,0.0,4.0,5.0
790,jule,3.0,0.0,0.0,0.0
791,wretch,3.0,0.0,0.0,3.0
792,choose,3.0,1.0,5.0,5.0
793,lends,3.0,0.0,1.0,1.0
794,content,3.0,3.0,18.0,3.0
795,cursed,3.0,0.0,12.0,4.0
796,date,3.0,1.0,1.0,0.0
797,cupid,3.0,0.0,0.0,0.0
798,burden,3.0,2.0,7.0,1.0
799,visor,3.0,0.0,0.0,0.0
800,blush,3.0,0.0,1.0,2.0
801,mouse,3.0,0.0,3.0,2.0
802,burn,3.0,1.0,11.0,2.0
803,delay,3.0,0.0,3.0,2.0
804,vain,3.0,1.0,29.0,1.0
805,meaning,3.0,3.0,16.0,1.0
806,dreamt,3.0,0.0,1.0,1.0
807,mab,3.0,0.0,1.0,0.0
808,over,3.0,140.0,397.0,4.0
809,knees,3.0,1.0,8.0,2.0
810,sometime,3.0,1.0,0.0,3.0
811,wakes,3.0,0.0,7.0,0.0
812,substance,3.0,0.0,30.0,2.0
813,wind,3.0,13.0,64.0,11.0
814,closd,3.0,0.0,0.0,0.0
815,fellows,3.0,1.0,16.0,4.0
816,solemnity,3.0,0.0,2.0,0.0
817,chance,3.0,5.0,42.0,2.0
818,contrary,3.0,1.0,12.0,1.0
819,withdraw,3.0,0.0,1.0,3.0
820,seeming,3.0,0.0,8.0,3.0
821,touch,3.0,9.0,28.0,6.0
822,saints,3.0,0.0,2.0,0.0
823,prayers,3.0,0.0,6.0,2.0
824,craves,3.0,0.0,0.0,1.0
825,passion,3.0,1.0,7.0,11.0
826,appear,3.0,0.0,5.0,3.0
827,likeness,3.0,0.0,6.0,1.0
828,pronounce,3.0,0.0,0.0,1.0
829,hid,3.0,0.0,1.0,2.0
830,wound,3.0,0.0,15.0,0.0
831,arise,3.0,0.0,2.0,0.0
832,knew,3.0,54.0,43.0,5.0
833,business,3.0,18.0,66.0,11.0
834,gaze,3.0,0.0,17.0,0.0
835,hundred,3.0,14.0,49.0,2.0
836,walls,3.0,1.0,10.0,0.0
837,washd,3.0,0.0,0.0,0.0
838,dwell,3.0,0.0,0.0,0.0
839,mayst,3.0,0.0,2.0,1.0
840,fond,3.0,0.0,6.0,1.0
841,confess,3.0,1.0,8.0,6.0
842,cease,3.0,0.0,3.0,2.0
843,faithful,3.0,1.0,7.0,3.0
844,purpose,3.0,1.0,39.0,12.0
845,fortunes,3.0,0.0,4.0,7.0
846,worse,3.0,3.0,19.0,3.0
847,toward,3.0,47.0,0.0,6.0
848,almost,3.0,20.0,192.0,10.0
849,morn,3.0,0.0,2.0,3.0
850,turns,3.0,0.0,35.0,1.0
851,lo,3.0,0.0,17.0,3.0
852,confession,3.0,0.0,1.0,3.0
853,truly,3.0,1.0,21.0,8.0
854,jesu,3.0,0.0,1.0,0.0
855,pure,3.0,1.0,8.0,3.0
856,devil,3.0,3.0,41.0,8.0
857,fathers,3.0,2.0,10.0,20.0
858,wench,3.0,0.0,0.0,0.0
859,third,3.0,3.0,31.0,3.0
860,immortal,3.0,0.0,14.0,1.0
861,flies,3.0,0.0,3.0,1.0
862,courtesy,3.0,2.0,3.0,1.0
863,courteous,3.0,0.0,1.0,1.0
864,faint,3.0,8.0,10.0,0.0
865,whole,3.0,17.0,137.0,7.0
866,wide,3.0,7.0,42.0,4.0
867,goodden,3.0,0.0,0.0,0.0
868,bawd,3.0,0.0,0.0,1.0
869,spent,3.0,4.0,9.0,1.0
870,sings,3.0,0.0,2.0,14.0
871,meat,3.0,0.0,10.0,0.0
872,dinner,3.0,11.0,15.0,0.0
873,occasion,3.0,1.0,9.0,3.0
874,afore,3.0,0.0,5.0,0.0
875,told,3.0,44.0,42.0,5.0
876,protest,3.0,2.0,0.0,0.0
877,devise,3.0,0.0,0.0,1.0
878,sayst,3.0,0.0,3.0,2.0
879,sweetest,3.0,0.0,2.0,0.0
880,toad,3.0,0.0,0.0,0.0
881,rosemary,3.0,0.0,0.0,1.0
882,thoughts,3.0,0.0,34.0,17.0
883,youthful,3.0,0.0,2.0,0.0
884,shed,3.0,6.0,4.0,0.0
885,swift,3.0,0.0,24.0,2.0
886,honey,3.0,2.0,2.0,1.0
887,bad,3.0,11.0,17.0,6.0
888,got,3.0,85.0,46.0,2.0
889,heavens,3.0,1.0,20.0,9.0
890,powder,3.0,2.0,6.0,0.0
891,loathsome,3.0,0.0,1.0,1.0
892,thanks,3.0,5.0,2.0,10.0
893,lain,3.0,0.0,2.0,1.0
894,apt,3.0,0.0,7.0,2.0
895,buy,3.0,8.0,3.0,1.0
896,consort,3.0,0.0,3.0,0.0
897,discords,3.0,0.0,0.0,0.0
898,afford,3.0,1.0,8.0,0.0
899,knowst,3.0,0.0,2.0,2.0
900,calm,3.0,0.0,38.0,2.0
901,plague,3.0,0.0,5.0,2.0
902,scratch,3.0,0.0,1.0,0.0
903,mortal,3.0,0.0,39.0,5.0
904,fury,3.0,0.0,9.0,0.0
905,conduct,3.0,1.0,12.0,0.0
906,wretched,3.0,0.0,8.0,4.0
907,murderer,3.0,0.0,7.0,3.0
908,charge,3.0,0.0,9.0,8.0
909,deadly,3.0,0.0,22.0,0.0
910,cries,3.0,2.0,13.0,5.0
911,tot,3.0,0.0,0.0,8.0
912,modesty,3.0,1.0,0.0,4.0
913,bare,3.0,3.0,7.0,1.0
914,fiend,3.0,0.0,7.0,0.0
915,born,3.0,1.0,30.0,2.0
916,beast,3.0,1.0,1.0,6.0
917,murderd,3.0,0.0,0.0,1.0
918,beguild,3.0,0.0,0.0,0.0
919,tidings,3.0,0.0,4.0,0.0
920,philosophy,3.0,0.0,4.0,2.0
921,deaths,3.0,0.0,2.0,1.0
922,wild,3.0,11.0,82.0,4.0
923,hollow,3.0,1.0,19.0,1.0
924,rouse,3.0,0.0,1.0,3.0
925,stayd,3.0,0.0,0.0,3.0
926,wednesday,3.0,0.0,0.0,0.0
927,nightingale,3.0,1.0,0.0,0.0
928,methinks,3.0,0.0,10.0,4.0
929,fickle,3.0,0.0,0.0,0.0
930,unaccustomd,3.0,0.0,0.0,0.0
931,cousins,3.0,2.0,0.0,0.0
932,needy,3.0,0.0,0.0,0.0
933,peters,3.0,0.0,3.0,0.0
934,wed,3.0,10.0,2.0,3.0
935,bark,3.0,0.0,3.0,1.0
936,joints,3.0,0.0,5.0,0.0
937,bridal,3.0,1.0,2.0,0.0
938,remedy,3.0,0.0,0.0,1.0
939,hearst,3.0,0.0,0.0,0.0
940,presently,3.0,4.0,18.0,5.0
941,present,3.0,6.0,79.0,3.0
942,shroud,3.0,0.0,10.0,1.0
943,meantime,3.0,1.0,22.0,2.0
944,waking,3.0,0.0,6.0,0.0
945,speed,3.0,0.0,12.0,3.0
946,hire,3.0,1.0,0.0,1.0
947,lick,3.0,1.0,2.0,1.0
948,knows,3.0,5.0,27.0,3.0
949,logs,3.0,0.0,2.0,0.0
950,cruel,3.0,1.0,7.0,2.0
951,aloof,3.0,0.0,1.0,2.0
952,retires,3.0,0.0,0.0,1.0
953,mattock,3.0,0.0,0.0,0.0
954,further,3.0,5.0,61.0,12.0
955,apprehend,3.0,0.0,0.0,0.0
956,greater,2.0,1.0,13.0,0.0
957,prologue,2.0,0.0,0.0,6.0
958,households,2.0,0.0,0.0,0.0
959,mutiny,2.0,0.0,3.0,0.0
960,foes,2.0,0.0,6.0,0.0
961,pair,2.0,6.0,11.0,2.0
962,parents,2.0,4.0,1.0,0.0
963,miss,2.0,38.0,1.0,1.0
964,mend,2.0,0.0,7.0,1.0
965,carry,2.0,4.0,24.0,3.0
966,choler,2.0,0.0,0.0,2.0
967,neck,2.0,5.0,16.0,3.0
968,valiant,2.0,0.0,10.0,2.0
969,tyrant,2.0,0.0,1.0,1.0
970,able,2.0,6.0,9.0,1.0
971,piece,2.0,5.0,11.0,6.0
972,fish,2.0,1.0,99.0,2.0
973,weapon,2.0,0.0,7.0,2.0
974,frown,2.0,1.0,0.0,0.0
975,yes,2.0,22.0,65.0,5.0
976,blow,2.0,1.0,25.0,3.0
977,manage,2.0,0.0,1.0,0.0
978,four,2.0,26.0,65.0,5.0
979,clubs,2.0,1.0,1.0,0.0
980,partisans,2.0,0.0,0.0,0.0
981,crutch,2.0,0.0,0.0,0.0
982,blade,2.0,0.0,8.0,0.0
983,enemies,2.0,0.0,1.0,2.0
984,quench,2.0,0.0,0.0,0.0
985,weapons,2.0,0.0,7.0,1.0
986,sentence,2.0,2.0,0.0,0.0
987,brawls,2.0,0.0,0.0,0.0
988,veronas,2.0,0.0,0.0,0.0
989,ornaments,2.0,0.0,1.0,0.0
990,cankerd,2.0,0.0,0.0,0.0
991,disturb,2.0,1.0,1.0,0.0
992,forfeit,2.0,0.0,0.0,1.0
993,farther,2.0,2.0,0.0,0.0
994,common,2.0,5.0,48.0,7.0
995,began,2.0,50.0,53.0,0.0
996,drew,2.0,9.0,22.0,0.0
997,breathd,2.0,0.0,0.0,0.0
998,winds,2.0,0.0,21.0,3.0
999,glad,2.0,11.0,11.0,4.0
1000,underneath,2.0,2.0,2.0,0.0
1001,ware,2.0,0.0,0.0,0.0
1002,wood,2.0,0.0,30.0,1.0
1003,weary,2.0,1.0,15.0,2.0
1004,self,2.0,0.0,7.0,1.0
1005,pursud,2.0,0.0,0.0,1.0
1006,gladly,2.0,0.0,4.0,0.0
1007,fled,2.0,0.0,6.0,0.0
1008,fresh,2.0,7.0,28.0,0.0
1009,farthest,2.0,0.0,0.0,0.0
1010,private,2.0,4.0,13.0,1.0
1011,shuts,2.0,1.0,1.0,0.0
1012,windows,2.0,20.0,5.0,0.0
1013,locks,2.0,0.0,5.0,1.0
1014,neither,2.0,8.0,13.0,10.0
1015,counsellor,2.0,0.0,0.0,1.0
1016,sounding,2.0,0.0,11.0,0.0
1017,bud,2.0,0.0,0.0,0.0
1018,worm,2.0,0.0,1.0,3.0
1019,spread,2.0,5.0,24.0,2.0
1020,leaves,2.0,7.0,19.0,3.0
1021,whence,2.0,0.0,17.0,1.0
1022,sorrows,2.0,1.0,3.0,1.0
1023,struck,2.0,2.0,45.0,6.0
1024,favour,2.0,2.0,3.0,4.0
1025,heard,2.0,43.0,105.0,14.0
1026,vanity,2.0,0.0,3.0,0.0
1027,misshapen,2.0,0.0,0.0,0.0
1028,smoke,2.0,4.0,29.0,0.0
1029,shown,2.0,1.0,6.0,1.0
1030,purgd,2.0,0.0,0.0,1.0
1031,vexd,2.0,0.0,0.0,0.0
1032,gall,2.0,0.0,2.0,2.0
1033,wrong,2.0,7.0,8.0,6.0
1034,groan,2.0,1.0,2.0,1.0
1035,supposd,2.0,0.0,0.0,0.0
1036,shell,2.0,4.0,2.0,3.0
1037,cupids,2.0,0.0,0.0,0.0
1038,armd,2.0,0.0,0.0,2.0
1039,siege,2.0,0.0,0.0,1.0
1040,ope,2.0,0.0,0.0,1.0
1041,store,2.0,4.0,4.0,0.0
1042,merit,2.0,0.0,3.0,2.0
1043,bliss,2.0,0.0,3.0,0.0
1044,despair,2.0,2.0,9.0,0.0
1045,giving,2.0,3.0,27.0,3.0
1046,examine,2.0,0.0,4.0,0.0
1047,question,2.0,10.0,29.0,16.0
1048,brows,2.0,0.0,2.0,1.0
1049,eyesight,2.0,0.0,0.0,0.0
1050,passing,2.0,2.0,23.0,3.0
1051,debt,2.0,0.0,0.0,1.0
1052,reckoning,2.0,0.0,6.0,1.0
1053,pity,2.0,1.0,10.0,4.0
1054,summers,2.0,0.0,2.0,0.0
1055,pride,2.0,4.0,8.0,1.0
1056,younger,2.0,2.0,2.0,1.0
1057,mothers,2.0,4.0,10.0,7.0
1058,choice,2.0,1.0,5.0,6.0
1059,guest,2.0,2.0,0.0,2.0
1060,number,2.0,4.0,24.0,0.0
1061,lusty,2.0,0.0,1.0,0.0
1062,heel,2.0,0.0,7.0,2.0
1063,trudge,2.0,0.0,0.0,0.0
1064,persons,2.0,0.0,7.0,1.0
1065,tailor,2.0,0.0,0.0,0.0
1066,sent,2.0,16.0,16.0,13.0
1067,person,2.0,13.0,25.0,4.0
1068,learned,2.0,1.0,24.0,0.0
1069,burning,2.0,2.0,11.0,2.0
1070,turning,2.0,10.0,50.0,0.0
1071,infection,2.0,0.0,0.0,0.0
1072,excellent,2.0,0.0,12.0,10.0
1073,madman,2.0,2.0,3.0,0.0
1074,prison,2.0,0.0,2.0,5.0
1075,misery,2.0,0.0,3.0,0.0
1076,beauteous,2.0,0.0,0.0,1.0
1077,lovely,2.0,10.0,11.0,0.0
1078,whither,2.0,0.0,1.0,1.0
1079,often,2.0,7.0,71.0,3.0
1080,burnt,2.0,0.0,5.0,1.0
1081,fairer,2.0,0.0,1.0,0.0
1082,rejoice,2.0,0.0,2.0,0.0
1083,maidenhead,2.0,0.0,0.0,0.0
1084,twelve,2.0,5.0,14.0,5.0
1085,bade,2.0,0.0,5.0,1.0
1086,knowest,2.0,0.0,6.0,1.0
1087,odd,2.0,1.0,10.0,2.0
1088,lammas,2.0,0.0,0.0,0.0
1089,eve,2.0,0.0,4.0,0.0
1090,souls,2.0,0.0,25.0,6.0
1091,eleven,2.0,2.0,2.0,1.0
1092,wormwood,2.0,0.0,0.0,2.0
1093,sitting,2.0,17.0,20.0,1.0
1094,dovehouse,2.0,0.0,0.0,0.0
1095,felt,2.0,24.0,41.0,0.0
1096,shake,2.0,3.0,15.0,2.0
1097,trow,2.0,0.0,0.0,0.0
1098,broke,2.0,23.0,13.0,2.0
1099,crying,2.0,1.0,4.0,0.0
1100,stinted,2.0,0.0,0.0,0.0
1101,big,2.0,19.0,13.0,0.0
1102,knock,2.0,1.0,3.0,1.0
1103,bitterly,2.0,1.0,3.0,0.0
1104,prettiest,2.0,0.0,0.0,0.0
1105,eer,2.0,0.0,0.0,1.0
1106,nursd,2.0,0.0,0.0,0.0
1107,disposition,2.0,0.0,2.0,5.0
1108,suckd,2.0,0.0,0.0,2.0
1109,wax,2.0,0.0,4.0,2.0
1110,summer,2.0,19.0,13.0,0.0
1111,volume,2.0,1.0,13.0,1.0
1112,beautys,2.0,0.0,0.0,0.0
1113,cover,2.0,1.0,11.0,0.0
1114,share,2.0,3.0,3.0,1.0
1115,story,2.0,11.0,48.0,3.0
1116,bigger,2.0,1.0,2.0,0.0
1117,served,2.0,3.0,10.0,0.0
1118,called,2.0,29.0,108.0,1.0
1119,asked,2.0,43.0,14.0,1.0
1120,stays,2.0,0.0,4.0,1.0
1121,maskers,2.0,0.0,0.0,0.0
1122,bearing,2.0,1.0,25.0,1.0
1123,entrance,2.0,1.0,6.0,1.0
1124,dancing,2.0,4.0,8.0,0.0
1125,shoes,2.0,5.0,6.0,2.0
1126,soar,2.0,0.0,2.0,0.0
1127,dull,2.0,3.0,7.0,6.0
1128,sink,2.0,0.0,22.0,0.0
1129,prick,2.0,0.0,6.0,1.0
1130,putting,2.0,1.0,16.0,0.0
1131,legs,2.0,2.0,36.0,1.0
1132,wantons,2.0,0.0,0.0,0.0
1133,rushes,2.0,0.0,1.0,0.0
1134,grandsire,2.0,0.0,0.0,1.0
1135,lights,2.0,11.0,10.0,4.0
1136,judgment,2.0,0.0,11.0,9.0
1137,sits,2.0,0.0,5.0,4.0
1138,fairies,2.0,0.0,0.0,0.0
1139,beams,2.0,0.0,5.0,0.0
1140,whip,2.0,1.0,6.0,0.0
1141,bone,2.0,0.0,37.0,0.0
1142,waggoner,2.0,0.0,0.0,0.0
1143,small,2.0,32.0,122.0,1.0
1144,finger,2.0,2.0,10.0,2.0
1145,gallops,2.0,0.0,0.0,0.0
1146,brains,2.0,0.0,9.0,5.0
1147,courtiers,2.0,0.0,0.0,2.0
1148,nose,2.0,12.0,31.0,2.0
1149,soldiers,2.0,1.0,4.0,6.0
1150,starts,2.0,2.0,4.0,0.0
1151,prayer,2.0,0.0,4.0,2.0
1152,sleeps,2.0,0.0,5.0,4.0
1153,horses,2.0,2.0,11.0,2.0
1154,presses,2.0,0.0,0.0,0.0
1155,children,2.0,6.0,15.0,3.0
1156,inconstant,2.0,0.0,0.0,0.0
1157,thence,2.0,0.0,7.0,4.0
1158,term,2.0,0.0,10.0,2.0
1159,despised,2.0,1.0,1.0,0.0
1160,potpan,2.0,0.0,0.0,0.0
1161,helps,2.0,0.0,0.0,1.0
1162,trencher,2.0,0.0,1.0,0.0
1163,manners,2.0,0.0,1.0,1.0
1164,cheerly,2.0,0.0,1.0,0.0
1165,c,2.0,1.0,1.0,6.0
1166,corns,2.0,0.0,0.0,0.0
1167,plays,2.0,1.0,2.0,2.0
1168,grown,2.0,3.0,15.0,4.0
1169,sport,2.0,47.0,2.0,3.0
1170,thirty,2.0,9.0,24.0,3.0
1171,ago,2.0,19.0,30.0,1.0
1172,knight,2.0,0.0,1.0,1.0
1173,torches,2.0,0.0,0.0,0.0
1174,seems,2.0,1.0,85.0,7.0
1175,hangs,2.0,2.0,6.0,0.0
1176,dove,2.0,0.0,0.0,2.0
1177,rapier,2.0,0.0,0.0,3.0
1178,antic,2.0,0.0,0.0,1.0
1179,storm,2.0,0.0,23.0,1.0
1180,bears,2.0,0.0,13.0,2.0
1181,brags,2.0,0.0,1.0,0.0
1182,virtuous,2.0,0.0,1.0,0.0
1183,wealth,2.0,1.0,2.0,1.0
1184,respect,2.0,0.0,15.0,2.0
1185,presence,2.0,9.0,6.0,3.0
1186,illbeseeming,2.0,0.0,0.0,0.0
1187,endure,2.0,2.0,10.0,1.0
1188,saucy,2.0,0.0,0.0,0.0
1189,perforce,2.0,0.0,0.0,0.0
1190,tremble,2.0,0.0,0.0,2.0
1191,different,2.0,3.0,23.0,1.0
1192,greeting,2.0,1.0,0.0,1.0
1193,pilgrims,2.0,0.0,1.0,0.0
1194,smooth,2.0,0.0,9.0,2.0
1195,pilgrim,2.0,0.0,1.0,0.0
1196,devotion,2.0,1.0,0.0,0.0
1197,palm,2.0,2.0,5.0,2.0
1198,palmers,2.0,0.0,0.0,0.0
1199,grant,2.0,0.0,4.0,1.0
1200,effect,2.0,3.0,14.0,6.0
1201,talkd,2.0,0.0,0.0,2.0
1202,account,2.0,1.0,32.0,1.0
1203,foolish,2.0,1.0,17.0,3.0
1204,loathed,2.0,0.0,1.0,0.0
1205,rhyme,2.0,0.0,3.0,0.0
1206,desire,2.0,2.0,8.0,7.0
1207,affection,2.0,2.0,3.0,4.0
1208,matchd,2.0,0.0,0.0,1.0
1209,steal,2.0,1.0,2.0,1.0
1210,held,2.0,14.0,37.0,2.0
1211,stoln,2.0,0.0,0.0,0.0
1212,orchard,2.0,0.0,2.0,2.0
1213,venus,2.0,0.0,0.0,0.0
1214,shot,2.0,5.0,33.0,8.0
1215,trim,2.0,0.0,1.0,0.0
1216,king,2.0,0.0,39.0,194.0
1217,scarlet,2.0,0.0,0.0,0.0
1218,leg,2.0,2.0,86.0,0.0
1219,demesnes,2.0,0.0,0.0,0.0
1220,vestal,2.0,0.0,0.0,0.0
1221,livery,2.0,0.0,0.0,3.0
1222,discourses,2.0,0.0,0.0,0.0
1223,entreat,2.0,0.0,2.0,3.0
1224,birds,2.0,1.0,12.0,1.0
1225,sing,2.0,3.0,18.0,5.0
1226,messenger,2.0,0.0,0.0,5.0
1227,mortals,2.0,0.0,10.0,0.0
1228,belonging,2.0,0.0,8.0,0.0
1229,henceforth,2.0,0.0,2.0,0.0
1230,drunk,2.0,9.0,2.0,1.0
1231,tongues,2.0,0.0,3.0,3.0
1232,camst,2.0,0.0,0.0,0.0
1233,climb,2.0,1.0,3.0,0.0
1234,stony,2.0,0.0,0.0,0.0
1235,enmity,2.0,0.0,0.0,1.0
1236,ended,2.0,4.0,5.0,1.0
1237,wanting,2.0,1.0,10.0,0.0
1238,enquire,2.0,0.0,0.0,1.0
1239,pilot,2.0,0.0,19.0,0.0
1240,adventure,2.0,0.0,5.0,0.0
1241,false,2.0,1.0,7.0,6.0
1242,thinkest,2.0,0.0,1.0,0.0
1243,cunning,2.0,0.0,15.0,4.0
1244,tops,2.0,0.0,3.0,0.0
1245,likewise,2.0,0.0,21.0,1.0
1246,flattering,2.0,0.0,2.0,1.0
1247,rite,2.0,0.0,0.0,1.0
1248,want,2.0,59.0,33.0,2.0
1249,hist,2.0,0.0,4.0,0.0
1250,hoarse,2.0,0.0,0.0,0.0
1251,aloud,2.0,5.0,2.0,0.0
1252,cave,2.0,0.0,6.0,0.0
1253,oclock,2.0,24.0,11.0,0.0
1254,fail,2.0,1.0,15.0,1.0
1255,forgot,2.0,4.0,3.0,5.0
1256,bird,2.0,3.0,12.0,2.0
1257,silk,2.0,3.0,1.0,0.0
1258,smiles,2.0,1.0,0.0,1.0
1259,streaks,2.0,0.0,1.0,0.0
1260,hap,2.0,0.0,2.0,1.0
1261,cheer,2.0,1.0,8.0,3.0
1262,ours,2.0,0.0,2.0,2.0
1263,weeds,2.0,0.0,2.0,4.0
1264,natures,2.0,1.0,4.0,3.0
1265,natural,2.0,2.0,36.0,5.0
1266,stones,2.0,0.0,1.0,1.0
1267,naught,2.0,0.0,12.0,2.0
1268,vice,2.0,0.0,7.0,3.0
1269,sometimes,2.0,13.0,84.0,3.0
1270,each,2.0,33.0,127.0,11.0
1271,worser,2.0,0.0,0.0,1.0
1272,limbs,2.0,0.0,9.0,2.0
1273,reign,2.0,0.0,3.0,0.0
1274,feasting,2.0,0.0,1.0,0.0
1275,wounded,2.0,0.0,7.0,1.0
1276,drift,2.0,3.0,1.0,4.0
1277,riddling,2.0,0.0,0.0,0.0
1278,finds,2.0,0.0,9.0,3.0
1279,exchange,2.0,0.0,2.0,2.0
1280,francis,2.0,1.0,0.0,0.0
1281,deal,2.0,4.0,11.0,1.0
1282,salt,2.0,1.0,8.0,3.0
1283,water,2.0,8.0,158.0,6.0
1284,groans,2.0,0.0,1.0,1.0
1285,changd,2.0,0.0,0.0,0.0
1286,doting,2.0,0.0,0.0,0.0
1287,challenge,2.0,1.0,1.0,0.0
1288,write,2.0,1.0,4.0,1.0
1289,white,2.0,42.0,248.0,4.0
1290,encounter,2.0,1.0,16.0,3.0
1291,cats,2.0,0.0,1.0,0.0
1292,fights,2.0,1.0,3.0,0.0
1293,duellist,2.0,0.0,1.0,0.0
1294,passado,2.0,0.0,0.0,0.0
1295,grey,2.0,15.0,15.0,1.0
1296,french,2.0,4.0,21.0,5.0
