,Word,romeoandjuliet,greatgatsby,mobydick,querybook
21546,oval,0.0,0.0,1.0,0.0
21547,109,0.0,0.0,1.0,0.0
21548,unfavourable,0.0,0.0,1.0,0.0
21549,spermwhalemen,0.0,0.0,1.0,0.0
21550,semiweekly,0.0,0.0,1.0,0.0
21551,drench,0.0,0.0,1.0,0.0
21552,damply,0.0,0.0,1.0,0.0
21553,leakage,0.0,0.0,1.0,0.0
21554,formosa,0.0,0.0,1.0,0.0
21555,islandsniphon,0.0,0.0,1.0,0.0
21556,matsmai,0.0,0.0,1.0,0.0
21557,sikoke,0.0,0.0,1.0,0.0
21558,pruninghook,0.0,0.0,1.0,0.0
21559,wrinkling,0.0,0.0,1.0,0.0
21560,footstep,0.0,0.0,1.0,0.0
21561,saving,0.0,0.0,1.0,0.0
21562,aleak,0.0,0.0,1.0,0.0
21563,deeploaded,0.0,0.0,1.0,0.0
21564,outyell,0.0,0.0,1.0,0.0
21565,miserly,0.0,0.0,1.0,0.0
21566,keelon,0.0,0.0,1.0,0.0
21567,manifestation,0.0,0.0,1.0,0.0
21568,resent,0.0,0.0,1.0,0.0
21569,meon,0.0,0.0,1.0,0.0
21570,sirto,0.0,0.0,1.0,0.0
21571,forbearing,0.0,0.0,1.0,0.0
21572,southseamens,0.0,0.0,1.0,0.0
21573,pequodon,0.0,0.0,1.0,0.0
21574,mastering,0.0,0.0,1.0,0.0
21575,outraged,0.0,0.0,1.0,0.0
21576,obeys,0.0,0.0,1.0,1.0
21577,saidahab,0.0,0.0,1.0,0.0
21578,ahabtheres,0.0,0.0,1.0,0.0
21579,plaits,0.0,0.0,1.0,0.0
21580,furl,0.0,0.0,1.0,0.0
21581,tgallantsails,0.0,0.0,1.0,0.0
21582,closereef,0.0,0.0,1.0,0.0
21583,mainhold,0.0,0.0,1.0,0.0
21584,imperiously,0.0,0.0,1.0,0.0
21585,disaffection,0.0,0.0,1.0,0.0
21586,110,0.0,0.0,1.0,0.0
21587,puncheons,0.0,0.0,1.0,0.0
21588,cornerstone,0.0,0.0,1.0,0.0
21589,placards,0.0,0.0,1.0,0.0
21590,shooks,0.0,0.0,1.0,0.0
21591,treading,0.0,0.0,1.0,0.0
21592,catacombs,0.0,0.0,1.0,0.0
21593,airfreighted,0.0,0.0,1.0,0.0
21594,demijohn,0.0,0.0,1.0,0.0
21595,dinnerless,0.0,0.0,1.0,0.0
21596,bosomfriend,0.0,0.0,1.0,0.0
21597,sinecures,0.0,0.0,1.0,0.0
21598,butas,0.0,0.0,1.0,0.0
21599,seenmount,0.0,0.0,1.0,0.0
21600,clumsiest,0.0,0.0,1.0,0.0
21601,stowage,0.0,0.0,1.0,0.0
21602,holders,0.0,0.0,1.0,0.0
21603,disembowelled,0.0,0.0,1.0,0.0
21604,dampness,0.0,0.0,1.0,0.0
21605,lizard,0.0,0.0,1.0,0.0
21606,icehouse,0.0,0.0,1.0,0.0
21607,longlingering,0.0,0.0,1.0,0.0
21608,thinned,0.0,0.0,1.0,0.0
21609,cheekbones,0.0,0.0,1.0,0.0
21610,softness,0.0,0.0,1.0,0.0
21611,zoroaster,0.0,0.0,1.0,0.0
21612,impresses,0.0,0.0,1.0,0.0
21613,thatlet,0.0,0.0,1.0,0.0
21614,againno,0.0,0.0,1.0,0.0
21615,holier,0.0,0.0,1.0,0.0
21616,embalming,0.0,0.0,1.0,0.0
21617,horizons,0.0,0.0,1.0,0.0
21618,uncontinented,0.0,0.0,1.0,0.0
21619,interflow,0.0,0.0,1.0,0.0
21620,seacustom,0.0,0.0,1.0,0.0
21621,deathdevouring,0.0,0.0,1.0,0.0
21622,coffincanoes,0.0,0.0,1.0,0.0
21623,leeway,0.0,0.0,1.0,0.0
21624,adown,0.0,0.0,1.0,1.0
21625,coffincoloured,0.0,0.0,1.0,0.0
21626,lackaday,0.0,0.0,1.0,0.0
21627,promptitude,0.0,0.0,1.0,0.0
21628,chalking,0.0,0.0,1.0,0.0
21629,transferringly,0.0,0.0,1.0,0.0
21630,halfhumorous,0.0,0.0,1.0,0.0
21631,tyrannical,0.0,0.0,1.0,0.0
21632,woody,0.0,0.0,1.0,0.0
21633,sailcloth,0.0,0.0,1.0,0.0
21634,rarmai,0.0,0.0,1.0,0.0
21635,sobbings,0.0,0.0,1.0,0.0
21636,waterlilies,0.0,0.0,1.0,0.0
21637,behindi,0.0,0.0,1.0,0.0
21638,probed,0.0,0.0,1.0,0.0
21639,vouchers,0.0,0.0,1.0,2.0
21640,therehark,0.0,0.0,1.0,0.0
21641,hererigadig,0.0,0.0,1.0,0.0
21642,gamemind,0.0,0.0,1.0,0.0
21643,gametake,0.0,0.0,1.0,0.0
21644,ashiverout,0.0,0.0,1.0,0.0
21645,runaway,0.0,0.0,1.0,0.0
21646,cowardsshame,0.0,0.0,1.0,0.0
21647,convalescence,0.0,0.0,1.0,0.0
21648,thisat,0.0,0.0,1.0,0.0
21649,ungovernable,0.0,0.0,1.0,0.0
21650,destroyer,0.0,0.0,1.0,0.0
21651,convalescing,0.0,0.0,1.0,0.0
21652,halfwell,0.0,0.0,1.0,0.0
21653,whimsiness,0.0,0.0,1.0,0.0
21654,seachest,0.0,0.0,1.0,0.0
21655,emptying,0.0,0.0,1.0,0.0
21656,moulder,0.0,0.0,1.0,0.0
21657,inscribed,0.0,0.0,1.0,0.0
21658,unsolved,0.0,0.0,1.0,0.0
21659,surveying,0.0,0.0,1.0,0.0
21660,queequegoh,0.0,0.0,1.0,0.0
21661,tantalization,0.0,0.0,1.0,0.0
21662,111,0.0,0.0,1.0,0.0
21663,supplication,0.0,0.0,1.0,0.0
21664,eastwards,0.0,0.0,1.0,0.0
21665,stirrings,0.0,0.0,1.0,0.0
21666,ephesian,0.0,0.0,1.0,0.0
21667,sod,0.0,0.0,1.0,0.0
21668,seapastures,0.0,0.0,1.0,0.0
21669,widerolling,0.0,0.0,1.0,0.0
21670,potters,0.0,0.0,1.0,0.0
21671,somnambulisms,0.0,0.0,1.0,0.0
21672,slumberers,0.0,0.0,1.0,0.0
21673,everrolling,0.0,0.0,1.0,0.0
21674,magian,0.0,0.0,1.0,0.0
21675,adoption,0.0,0.0,1.0,1.0
21676,midmost,0.0,0.0,1.0,0.0
21677,newbuilt,0.0,0.0,1.0,0.0
21678,californian,0.0,0.0,1.0,0.0
21679,recentest,0.0,0.0,1.0,0.0
21680,lave,0.0,0.0,1.0,0.0
21681,milkyways,0.0,0.0,1.0,0.0
21682,lowlying,0.0,0.0,1.0,0.0
21683,japans,0.0,0.0,1.0,0.0
21684,tidebeating,0.0,0.0,1.0,0.0
21685,sugary,0.0,0.0,1.0,0.0
21686,delta,0.0,0.0,1.0,0.0
21687,vaulted,0.0,0.0,1.0,0.0
21688,112,0.0,0.0,1.0,0.0
21689,availing,0.0,0.0,1.0,0.0
21690,summercool,0.0,0.0,1.0,0.0
21691,blistered,0.0,0.0,1.0,0.0
21692,bowsmen,0.0,0.0,1.0,0.0
21693,boatspades,0.0,0.0,1.0,0.0
21694,pikeheads,0.0,0.0,1.0,0.0
21695,jealously,0.0,0.0,1.0,0.0
21696,chronically,0.0,0.0,1.0,0.0
21697,wasmost,0.0,0.0,1.0,0.0
21698,appearing,0.0,0.0,1.0,0.0
21699,yawing,0.0,0.0,1.0,0.0
21700,importunity,0.0,0.0,1.0,1.0
21701,questionings,0.0,0.0,1.0,0.0
21702,belated,0.0,0.0,1.0,0.0
21703,halfstupidly,0.0,0.0,1.0,0.0
21704,numbness,0.0,0.0,1.0,0.0
21705,uncatastrophied,0.0,0.0,1.0,0.0
21706,postponedly,0.0,0.0,1.0,0.0
21707,technicals,0.0,0.0,1.0,0.0
21708,artisan,0.0,0.0,1.0,0.0
21709,daughterlike,0.0,0.0,1.0,0.0
21710,blithe,0.0,0.0,1.0,0.0
21711,cheerfullooking,0.0,0.0,1.0,0.0
21712,disguisement,0.0,0.0,1.0,0.0
21713,conjuror,0.0,0.0,1.0,0.0
21714,economic,0.0,0.0,1.0,0.0
21715,youngarmed,0.0,0.0,1.0,0.0
21716,reverberations,0.0,0.0,1.0,0.0
21717,floors,0.0,0.0,1.0,0.0
21718,unsweetly,0.0,0.0,1.0,0.0
21719,lullaby,0.0,0.0,1.0,0.0
21720,carekilling,0.0,0.0,1.0,0.0
21721,competency,0.0,0.0,1.0,0.0
21722,responsibilities,0.0,0.0,1.0,0.0
21723,glitteringly,0.0,0.0,1.0,0.0
21724,cinders,0.0,0.0,1.0,0.0
21725,houseless,0.0,0.0,1.0,0.0
21726,familyless,0.0,0.0,1.0,0.0
21727,crape,0.0,0.0,1.0,0.0
21728,unreverenced,0.0,0.0,1.0,0.0
21729,flaxen,0.0,0.0,1.0,1.0
21730,curls,0.0,0.0,1.0,1.0
21731,untried,0.0,0.0,1.0,0.0
21732,deathlonging,0.0,0.0,1.0,0.0
21733,compunctions,0.0,0.0,1.0,0.0
21734,allcontributed,0.0,0.0,1.0,0.0
21735,allreceptive,0.0,0.0,1.0,0.0
21736,alluringly,0.0,0.0,1.0,0.0
21737,newlife,0.0,0.0,1.0,0.0
21738,themcome,0.0,0.0,1.0,0.0
21739,abhorring,0.0,0.0,1.0,0.0
21740,gravestone,0.0,0.0,1.0,0.0
21741,hearkening,0.0,0.0,1.0,0.0
21742,113,0.0,0.0,1.0,0.0
21743,apron,0.0,0.0,1.0,0.0
21744,ironwood,0.0,0.0,1.0,0.0
21745,rustylooking,0.0,0.0,1.0,0.0
21746,hammering,0.0,0.0,1.0,0.0
21747,anvilthe,0.0,0.0,1.0,0.0
21748,careys,0.0,0.0,1.0,0.0
21749,chickens,0.0,0.0,1.0,0.0
21750,alllook,0.0,0.0,1.0,0.0
21751,thouthou,0.0,0.0,1.0,0.0
21752,livst,0.0,0.0,1.0,1.0
21753,shouldst,0.0,0.0,1.0,2.0
21754,madwhat,0.0,0.0,1.0,0.0
21755,passionately,0.0,0.0,1.0,0.0
21756,hereherecan,0.0,0.0,1.0,0.0
21757,unsmoothable,0.0,0.0,1.0,0.0
21758,skullthat,0.0,0.0,1.0,0.0
21759,gaffs,0.0,0.0,1.0,0.0
21760,pikes,0.0,0.0,1.0,0.0
21761,finbone,0.0,0.0,1.0,0.0
21762,nailstubbs,0.0,0.0,1.0,0.0
21763,racing,0.0,0.0,1.0,0.0
21764,stubbornest,0.0,0.0,1.0,0.0
21765,flaw,0.0,0.0,1.0,1.0
21766,hems,0.0,0.0,1.0,1.0
21767,fusee,0.0,0.0,1.0,0.0
21768,powderpan,0.0,0.0,1.0,0.0
21769,wincing,0.0,0.0,1.0,0.0
21770,brandingiron,0.0,0.0,1.0,0.0
21771,razorsthe,0.0,0.0,1.0,0.0
21772,needlesleet,0.0,0.0,1.0,0.0
21773,razors,0.0,0.0,1.0,0.0
21774,shave,0.0,0.0,1.0,0.0
21775,sup,0.0,0.0,1.0,0.0
21776,tillbut,0.0,0.0,1.0,0.0
21777,hereto,0.0,0.0,1.0,0.0
21778,arrowy,0.0,0.0,1.0,0.0
21779,watercask,0.0,0.0,1.0,0.0
21780,nono,0.0,0.0,1.0,0.0
21781,deathtemper,0.0,0.0,1.0,0.0
21782,punctures,0.0,0.0,1.0,0.0
21783,ego,0.0,0.0,1.0,0.0
21784,non,0.0,0.0,1.0,0.0
21785,baptizo,0.0,0.0,1.0,0.0
21786,te,0.0,0.0,1.0,0.0
21787,patris,0.0,0.0,1.0,0.0
21788,sed,0.0,0.0,1.0,0.0
21789,diaboli,0.0,0.0,1.0,0.0
21790,scorchingly,0.0,0.0,1.0,0.0
21791,baptismal,0.0,0.0,1.0,0.0
21792,unwound,0.0,0.0,1.0,0.0
21793,strandings,0.0,0.0,1.0,0.0
21794,unstranded,0.0,0.0,1.0,0.0
21795,intertwistings,0.0,0.0,1.0,0.0
21796,ropelike,0.0,0.0,1.0,0.0
21797,fatesremained,0.0,0.0,1.0,0.0
21798,halfbantering,0.0,0.0,1.0,0.0
21799,mummeries,0.0,0.0,1.0,0.0
21800,unmeaningly,0.0,0.0,1.0,0.0
21801,mocked,0.0,0.0,1.0,0.0
21802,114,0.0,0.0,1.0,0.0
21803,gilder,0.0,0.0,1.0,0.0
21804,paddling,0.0,0.0,1.0,1.0
21805,birch,0.0,0.0,1.0,0.0
21806,mixing,0.0,0.0,1.0,0.0
21807,purr,0.0,0.0,1.0,0.0
21808,forgets,0.0,0.0,1.0,0.0
21809,conceals,0.0,0.0,1.0,0.0
21810,filial,0.0,0.0,1.0,1.0
21811,landlike,0.0,0.0,1.0,0.0
21812,vales,0.0,0.0,1.0,0.0
21813,hillsides,0.0,0.0,1.0,0.0
21814,playwearied,0.0,0.0,1.0,0.0
21815,maytime,0.0,0.0,1.0,0.0
21816,mixes,0.0,0.0,1.0,0.0
21817,interpenetrate,0.0,0.0,1.0,0.0
21818,seamless,0.0,0.0,1.0,0.0
21819,treasuries,0.0,0.0,1.0,0.0
21820,tarnishing,0.0,0.0,1.0,0.0
21821,landscapes,0.0,0.0,1.0,0.0
21822,yethough,0.0,0.0,1.0,0.0
21823,lifein,0.0,0.0,1.0,0.0
21824,clover,0.0,0.0,1.0,0.0
21825,unretracing,0.0,0.0,1.0,0.0
21826,gradations,0.0,0.0,1.0,0.0
21827,pausethrough,0.0,0.0,1.0,0.0
21828,infancys,0.0,0.0,1.0,0.0
21829,boyhoods,0.0,0.0,1.0,0.0
21830,thoughtless,0.0,0.0,1.0,0.0
21831,adolescence,0.0,0.0,1.0,0.0
21832,disbelief,0.0,0.0,1.0,0.0
21833,manhoods,0.0,0.0,1.0,0.0
21834,ifs,0.0,0.0,1.0,0.0
21835,unmoor,0.0,0.0,1.0,0.0
21836,weariest,0.0,0.0,1.0,0.0
21837,foundlings,0.0,0.0,1.0,0.0
21838,unwedded,0.0,0.0,1.0,0.0
21839,paternity,0.0,0.0,1.0,0.0
21840,eyetell,0.0,0.0,1.0,0.0
21841,teethtiered,0.0,0.0,1.0,0.0
21842,fishlike,0.0,0.0,1.0,0.0
21843,115,0.0,0.0,1.0,0.0
21844,apparel,0.0,0.0,1.0,1.0
21845,vaingloriously,0.0,0.0,1.0,0.0
21846,widelyseparated,0.0,0.0,1.0,0.0
21847,streamers,0.0,0.0,1.0,0.0
21848,bunting,0.0,0.0,1.0,0.0
21849,brazen,0.0,0.0,1.0,1.0
21850,bartered,0.0,0.0,1.0,0.0
21851,staterooms,0.0,0.0,1.0,0.0
21852,kindlingwood,0.0,0.0,1.0,0.0
21853,oilbutt,0.0,0.0,1.0,0.0
21854,centrepiece,0.0,0.0,1.0,0.0
21855,caulked,0.0,0.0,1.0,0.0
21856,plugged,0.0,0.0,1.0,0.0
21857,selfcomplacent,0.0,0.0,1.0,0.0
21858,barbarian,0.0,0.0,1.0,0.0
21859,parchmentlike,0.0,0.0,1.0,0.0
21860,olivehued,0.0,0.0,1.0,0.0
21861,eloped,0.0,0.0,1.0,0.0
21862,fiddlebows,0.0,0.0,1.0,0.0
21863,bastille,0.0,0.0,1.0,0.0
21864,wakesone,0.0,0.0,1.0,0.0
21865,jubilations,0.0,0.0,1.0,0.0
21866,cometheir,0.0,0.0,1.0,0.0
21867,impersonated,0.0,0.0,1.0,0.0
21868,oftwo,0.0,0.0,1.0,0.0
21869,allbut,0.0,0.0,1.0,0.0
21870,116,0.0,0.0,1.0,0.0
21871,favourites,0.0,0.0,1.0,0.0
21872,spearings,0.0,0.0,1.0,0.0
21873,plaintiveness,0.0,0.0,1.0,0.0
21874,inwreathing,0.0,0.0,1.0,0.0
21875,convent,0.0,0.0,1.0,0.0
21876,landbreeze,0.0,0.0,1.0,0.0
21877,wantonly,0.0,0.0,1.0,0.0
21878,vesper,0.0,0.0,1.0,0.0
21879,sterned,0.0,0.0,1.0,0.0
21880,wanings,0.0,0.0,1.0,0.0
21881,dyingthe,0.0,0.0,1.0,0.0
21882,expiringthat,0.0,0.0,1.0,0.0
21883,placid,0.0,0.0,1.0,0.0
21884,wondrousness,0.0,0.0,1.0,0.0
21885,ithow,0.0,0.0,1.0,0.0
21886,homagerendering,0.0,0.0,1.0,0.0
21887,vassal,0.0,0.0,1.0,0.0
21888,sunoh,0.0,0.0,1.0,0.0
21889,waterlocked,0.0,0.0,1.0,0.0
21890,candid,0.0,0.0,1.0,0.0
21891,unspoken,0.0,0.0,1.0,0.0
21892,nigers,0.0,0.0,1.0,0.0
21893,whirls,0.0,0.0,1.0,0.0
21894,unverdured,0.0,0.0,1.0,0.0
21895,wideslaughtering,0.0,0.0,1.0,0.0
21896,trebly,0.0,0.0,1.0,0.0
21897,aspiring,0.0,0.0,1.0,0.0
21898,jetthat,0.0,0.0,1.0,0.0
21899,strivest,0.0,0.0,1.0,0.0
21900,jettest,0.0,0.0,1.0,0.0
21901,intercedings,0.0,0.0,1.0,0.0
21902,allquickening,0.0,0.0,1.0,0.0
21903,unnamable,0.0,0.0,1.0,0.0
21904,imminglings,0.0,0.0,1.0,0.0
21905,suckled,0.0,0.0,1.0,0.0
21906,mothered,0.0,0.0,1.0,0.0
21907,fosterbrothers,0.0,0.0,1.0,0.0
21908,117,0.0,0.0,1.0,0.0
21909,waifpole,0.0,0.0,1.0,0.0
21910,flickering,0.0,0.0,1.0,0.0
21911,spectrally,0.0,0.0,1.0,0.0
21912,moaning,0.0,0.0,1.0,0.0
21913,squadrons,0.0,0.0,1.0,0.0
21914,asphaltites,0.0,0.0,1.0,0.0
21915,unforgiven,0.0,0.0,1.0,0.0
21916,parseea,0.0,0.0,1.0,0.0
21917,plumes,0.0,0.0,1.0,0.0
21918,pallbearers,0.0,0.0,1.0,0.0
21919,beforeif,0.0,0.0,1.0,0.0
21920,befallthen,0.0,0.0,1.0,0.0
21921,stillwas,0.0,0.0,1.0,0.0
21922,pledges,0.0,0.0,1.0,0.0
21923,gloomhemp,0.0,0.0,1.0,0.0
21924,meani,0.0,0.0,1.0,0.0
21925,derisionimmortal,0.0,0.0,1.0,0.0
21926,118,0.0,0.0,1.0,0.0
21927,highhoisted,0.0,0.0,1.0,0.0
21928,unblinkingly,0.0,0.0,1.0,0.0
21929,focus,0.0,0.0,1.0,0.0
21930,burningglass,0.0,0.0,1.0,0.0
21931,splendors,0.0,0.0,1.0,0.0
21932,astrologicallooking,0.0,0.0,1.0,0.0
21933,passionlessness,0.0,0.0,1.0,0.0
21934,revery,0.0,0.0,1.0,0.0
21935,ambut,0.0,0.0,1.0,0.0
21936,cabalistical,0.0,0.0,1.0,0.0
21937,plaything,0.0,0.0,1.0,0.0
21938,happenest,0.0,0.0,1.0,0.0
21939,impotence,0.0,0.0,1.0,1.0
21940,insultest,0.0,0.0,1.0,0.0
21941,vividness,0.0,0.0,1.0,0.0
21942,scorches,0.0,0.0,1.0,0.0
21943,deadreckoning,0.0,0.0,1.0,0.0
21944,trample,0.0,0.0,1.0,0.0
21945,pointest,0.0,0.0,1.0,0.0
21946,trampled,0.0,0.0,1.0,0.0
21947,fatalistic,0.0,0.0,1.0,0.0
21948,himselfthese,0.0,0.0,1.0,0.0
21949,troubledly,0.0,0.0,1.0,0.0
21950,outto,0.0,0.0,1.0,0.0
21951,helmsquare,0.0,0.0,1.0,0.0
21952,halfwheeled,0.0,0.0,1.0,0.0
21953,firmseated,0.0,0.0,1.0,0.0
21954,erectly,0.0,0.0,1.0,0.0
21955,horatii,0.0,0.0,1.0,0.0
21956,pirouetting,0.0,0.0,1.0,0.0
21957,knightheads,0.0,0.0,1.0,0.0
21958,lurching,0.0,0.0,1.0,0.0
21959,dumbest,0.0,0.0,1.0,0.0
21960,ashesmind,0.0,0.0,1.0,0.0
21961,starbuckseacoal,0.0,0.0,1.0,0.0
21962,charcoal,0.0,0.0,1.0,0.0
21963,actest,0.0,0.0,1.0,0.0
21964,119,0.0,0.0,1.0,0.0
21965,crouches,0.0,0.0,1.0,0.0
21966,cloudless,0.0,0.0,1.0,0.0
21967,bomb,0.0,0.0,1.0,0.0
21968,barepoled,0.0,0.0,1.0,0.0
21969,firmer,0.0,0.0,1.0,0.0
21970,teetering,0.0,0.0,1.0,0.0
21971,sayssings,0.0,0.0,1.0,0.0
21972,flourishin,0.0,0.0,1.0,0.0
21973,flyin,0.0,0.0,1.0,0.0
21974,foamin,0.0,0.0,1.0,0.0
21975,spicin,0.0,0.0,1.0,0.0
21976,splits,0.0,0.0,1.0,0.0
21977,smacks,0.0,0.0,1.0,0.0
21978,tastin,0.0,0.0,1.0,0.0
21979,harp,0.0,0.0,1.0,0.0
21980,windup,0.0,0.0,1.0,0.0
21981,markest,0.0,0.0,1.0,0.0
21982,sternsheets,0.0,0.0,1.0,0.0
21983,standhis,0.0,0.0,1.0,0.0
21984,shortest,0.0,0.0,1.0,0.0
21985,homewardi,0.0,0.0,1.0,0.0
21986,volley,0.0,0.0,1.0,1.0
21987,peals,0.0,0.0,1.0,0.0
21988,mishaps,0.0,0.0,1.0,0.0
21989,interfering,0.0,0.0,1.0,0.0
21990,impeding,0.0,0.0,1.0,0.0
21991,flambeaux,0.0,0.0,1.0,0.0
21992,lightningrodend,0.0,0.0,1.0,0.0
21993,sulphurous,0.0,0.0,1.0,0.0
21994,criedthe,0.0,0.0,1.0,0.0
21995,topsailyardarms,0.0,0.0,1.0,0.0
21996,teeter,0.0,0.0,1.0,0.0
21997,tekel,0.0,0.0,1.0,0.0
21998,upharsin,0.0,0.0,1.0,0.0
21999,phosphorescence,0.0,0.0,1.0,0.0
22000,sharkwhite,0.0,0.0,1.0,0.0
22001,satanic,0.0,0.0,1.0,0.0
22002,tableau,0.0,0.0,1.0,0.0
22003,pall,0.0,0.0,1.0,1.0
22004,faceshave,0.0,0.0,1.0,0.0
22005,starbuckbut,0.0,0.0,1.0,0.0
22006,chock,0.0,0.0,1.0,0.0
22007,spermoil,0.0,0.0,1.0,0.0
22008,candlesthats,0.0,0.0,1.0,0.0
22009,supernaturalness,0.0,0.0,1.0,0.0
22010,cohered,0.0,0.0,1.0,0.0
22011,numbed,0.0,0.0,1.0,0.0
22012,wasps,0.0,0.0,1.0,0.0
22013,herculaneum,0.0,0.0,1.0,0.0
22014,upcast,0.0,0.0,1.0,0.0
22015,turningthe,0.0,0.0,1.0,0.0
22016,highflung,0.0,0.0,1.0,0.0
22017,sacramental,0.0,0.0,1.0,0.0
22018,unintegral,0.0,0.0,1.0,0.0
22019,mastery,0.0,0.0,1.0,0.0
22020,whencesoeer,0.0,0.0,1.0,0.0
22021,wheresoeer,0.0,0.0,1.0,0.0
22022,queenly,0.0,0.0,1.0,0.0
22023,supernal,0.0,0.0,1.0,0.0
22024,launchest,0.0,0.0,1.0,0.0
22025,madest,0.0,0.0,1.0,0.0
22026,closes,0.0,0.0,1.0,4.0
22027,wrung,0.0,0.0,1.0,1.0
22028,shutterhands,0.0,0.0,1.0,0.0
22029,stunning,0.0,0.0,1.0,0.0
22030,blindfold,0.0,0.0,1.0,0.0
22031,leapest,0.0,0.0,1.0,0.0
22032,genealogy,0.0,0.0,1.0,0.0
22033,unbegotten,0.0,0.0,1.0,0.0
22034,unbegun,0.0,0.0,1.0,0.0
22035,unsuffusing,0.0,0.0,1.0,0.0
22036,creativeness,0.0,0.0,1.0,0.0
22037,foundling,0.0,0.0,1.0,0.0
22038,unparticipated,0.0,0.0,1.0,0.0
22039,armgod,0.0,0.0,1.0,0.0
22040,panicstricken,0.0,0.0,1.0,0.0
22041,bracesthough,0.0,0.0,1.0,0.0
22042,transfix,0.0,0.0,1.0,0.0
22043,binding,0.0,0.0,1.0,0.0
22044,sweeps,0.0,0.0,1.0,0.0
22045,neighborhood,0.0,0.0,1.0,0.0
22046,elm,0.0,0.0,1.0,0.0
22047,120,0.0,0.0,1.0,0.0
22048,halfstranded,0.0,0.0,1.0,0.0
22049,skysail,0.0,0.0,1.0,0.0
22050,sirin,0.0,0.0,1.0,0.0
22051,namesir,0.0,0.0,1.0,0.0
22052,tablelands,0.0,0.0,1.0,0.0
22053,itby,0.0,0.0,1.0,0.0
22054,gluepots,0.0,0.0,1.0,0.0
22055,braintruck,0.0,0.0,1.0,0.0
22056,cloudscud,0.0,0.0,1.0,0.0
22057,braintrucks,0.0,0.0,1.0,0.0
22058,hooroosh,0.0,0.0,1.0,0.0
22059,colic,0.0,0.0,1.0,0.0
22060,121,0.0,0.0,1.0,0.0
22061,midnightthe,0.0,0.0,1.0,0.0
22062,drenching,0.0,0.0,1.0,0.0
22063,pitchers,0.0,0.0,1.0,0.0
22064,risks,0.0,0.0,1.0,0.0
22065,guarantees,0.0,0.0,1.0,0.0
22066,hydrants,0.0,0.0,1.0,0.0
22067,timberhead,0.0,0.0,1.0,0.0
22068,ahabaye,0.0,0.0,1.0,0.0
22069,uswere,0.0,0.0,1.0,0.0
22070,militia,0.0,0.0,1.0,0.0
22071,skewered,0.0,0.0,1.0,0.0
22072,sash,0.0,0.0,1.0,0.0
22073,longtogs,0.0,0.0,1.0,0.0
22074,cocked,0.0,0.0,1.0,0.0
22075,gableend,0.0,0.0,1.0,0.0
22076,eavetroughs,0.0,0.0,1.0,0.0
22077,monkeyjackets,0.0,0.0,1.0,0.0
22078,swallowtail,0.0,0.0,1.0,0.0
22079,nasty,0.0,0.0,1.0,1.0
22080,122,0.0,0.0,1.0,0.0
22081,aloftthunder,0.0,0.0,1.0,0.0
22082,yardtashtego,0.0,0.0,1.0,0.0
22083,123,0.0,0.0,1.0,0.0
22084,reelingly,0.0,0.0,1.0,0.0
22085,preventer,0.0,0.0,1.0,0.0
22086,slackbecause,0.0,0.0,1.0,0.0
22087,shuttlecock,0.0,0.0,1.0,0.0
22088,strenuous,0.0,0.0,1.0,0.0
22089,exertions,0.0,0.0,1.0,0.0
22090,stubbone,0.0,0.0,1.0,0.0
22091,aftthe,0.0,0.0,1.0,0.0
22092,maintopsails,0.0,0.0,1.0,0.0
22093,stormtrysail,0.0,0.0,1.0,0.0
22094,coursefor,0.0,0.0,1.0,0.0
22095,eastsoutheastwhich,0.0,0.0,1.0,0.0
22096,ohyeho,0.0,0.0,1.0,0.0
22097,falsified,0.0,0.0,1.0,0.0
22098,compliance,0.0,0.0,1.0,0.0
22099,commanderto,0.0,0.0,1.0,0.0
22100,deckstarbuck,0.0,0.0,1.0,0.0
22101,breezehowever,0.0,0.0,1.0,0.0
22102,gloomilythan,0.0,0.0,1.0,0.0
22103,apprise,0.0,0.0,1.0,0.0
22104,lamptaking,0.0,0.0,1.0,0.0
22105,thatwas,0.0,0.0,1.0,0.0
22106,fitfully,0.0,0.0,1.0,0.0
22107,doora,0.0,0.0,1.0,0.0
22108,panels,0.0,0.0,1.0,0.0
22109,subterraneousness,0.0,0.0,1.0,0.0
22110,shiningly,0.0,0.0,1.0,0.0
22111,evolved,0.0,0.0,1.0,0.0
22112,itlift,0.0,0.0,1.0,0.0
22113,panthats,0.0,0.0,1.0,0.0
22114,spill,0.0,0.0,1.0,0.0
22115,itwait,0.0,0.0,1.0,0.0
22116,thinki,0.0,0.0,1.0,0.0
22117,doomthats,0.0,0.0,1.0,0.0
22118,fishthe,0.0,0.0,1.0,0.0
22119,methe,0.0,0.0,1.0,0.0
22120,nowaye,0.0,0.0,1.0,0.0
22121,gropes,0.0,0.0,1.0,0.0
22122,errorabounding,0.0,0.0,1.0,0.0
22123,himyes,0.0,0.0,1.0,0.0
22124,instantput,0.0,0.0,1.0,0.0
22125,remonstrance,0.0,0.0,1.0,0.0
22126,scornest,0.0,0.0,1.0,0.0
22127,breathest,0.0,0.0,1.0,0.0
22128,forbidbut,0.0,0.0,1.0,0.0
22129,lawful,0.0,0.0,1.0,1.0
22130,waymake,0.0,0.0,1.0,0.0
22131,caged,0.0,0.0,1.0,0.0
22132,lawaye,0.0,0.0,1.0,0.0
22133,sois,0.0,0.0,1.0,0.0
22134,tindering,0.0,0.0,1.0,0.0
